hour_index,trigger,actual_compute_seconds,baseline_forecast,SARIMAX_forecast,LightGBM_forecast,selected_model,selected_forecast
297,others,4800.468,29171.351,109903.2417781235,193012.9505887384,Historical Hour-of-Day Mean,13351.163333333336
297,queue,16568226.386,20216858.216,20075336.554430038,18166770.440282505,Historical Hour-of-Day Mean,19681225.020666663
297,storage,367530.7780000001,690078.296,402685.8036098865,749392.1433296982,Historical Hour-of-Day Mean,296262.53
297,timer,1096146.184,1151218.4850000003,1149106.0483951478,1167530.3836659435,Historical Hour-of-Day Mean,1107063.9274444445
298,event,2104498.113,1914907.367,1864192.7670358792,2766883.933833607,Historical Hour-of-Day Mean,3184056.8526666667
298,http,3293011.385999999,2618658.922,3652435.4841968697,3104680.6816142728,Historical Hour-of-Day Mean,4317330.723801612
298,orchestration,645932.8009999997,655505.002,696865.8406333354,816858.1955285759,Historical Hour-of-Day Mean,672409.8168333332
298,others,7901.997,27672.916999999998,117002.8127920993,187969.78570681257,Historical Hour-of-Day Mean,25474.717499999995
298,queue,17766121.490000002,19787340.13,20362223.229917098,20049800.165084276,Historical Hour-of-Day Mean,20644072.159333333
298,storage,332097.70700000005,585340.993,401274.7897387707,703595.4507727358,Historical Hour-of-Day Mean,291543.4921666667
298,timer,1099253.611,1157556.7100000002,1161618.076110903,1167597.3355144002,Historical Hour-of-Day Mean,1114860.674111111
299,event,2091553.437,1807752.159,1867180.1377847963,2820366.281685701,Historical Hour-of-Day Mean,3107888.8745000004
299,http,3145837.2099999995,3552317.445,3686909.6159231984,3156814.6681709355,Historical Hour-of-Day Mean,4319734.323595366
299,orchestration,604981.3849999999,652946.5360000001,698060.5871467863,813935.8015776951,Historical Hour-of-Day Mean,702831.8125
299,others,4461.24,13386.926,123497.0808526388,184996.1778969732,Historical Hour-of-Day Mean,8749.4585
299,queue,15666445.994,18811072.698999997,19970458.78973032,20083149.508356337,Historical Hour-of-Day Mean,19154499.907166667
299,storage,318435.61100000003,553952.7099999998,400798.17013374914,729251.5779173964,Historical Hour-of-Day Mean,405692.6025
299,timer,1100854.379,1151364.4510000004,1155581.6734843228,1149314.9026109497,Historical Hour-of-Day Mean,1108215.0686111113
300,event,2099025.271,2330500.924,1891747.9855382936,3217521.229411287,Historical Hour-of-Day Mean,3220396.4166666665
300,http,3164816.8529999987,3004097.891999999,3709292.816979252,3226525.838063908,Historical Hour-of-Day Mean,4428467.789523444
300,orchestration,603050.337,752067.9859999999,721523.4655550191,862383.1836831295,Historical Hour-of-Day Mean,718247.0393333333
300,others,8827.585000000003,22968.51299999999,129777.58461886548,196846.1296752657,Historical Hour-of-Day Mean,12485.08916666667
300,queue,16968158.313000005,19377497.300999995,19743974.931914117,19699739.05335961,Historical Hour-of-Day Mean,19612614.83283333
300,storage,873682.5890000003,563372.5609999999,400911.3911265236,713287.6405352132,Historical Hour-of-Day Mean,430063.6108333333
300,timer,1131388.069,1202203.946,1205154.0021538052,1204206.080436071,Historical Hour-of-Day Mean,1146898.7049444446
301,event,2086194.764,2521851.901,1855928.2894876616,3189634.6659622947,Historical Hour-of-Day Mean,3549925.667666666
301,http,3982588.8900000015,3181646.426,3731490.8340929416,3314318.1178160426,Historical Hour-of-Day Mean,4754018.572635417
301,orchestration,593542.73,848806.5660000001,752581.4357376867,864902.862584191,Historical Hour-of-Day Mean,796191.3533333332
301,others,4126.545999999999,28174.137999999995,135597.79190445555,221212.60424572055,Historical Hour-of-Day Mean,10273.348999999998
301,queue,16389203.285999998,19220791.064999998,20250995.184833832,19379465.802529164,Historical Hour-of-Day Mean,21883293.76733333
301,storage,5919029.226,562374.0640000001,400880.92332003015,756655.9491884204,Historical Hour-of-Day Mean,456406.47866666666
301,timer,1094173.2429999998,1147238.4370000002,1154473.7128611095,1149027.7517870115,Historical Hour-of-Day Mean,1105194.9211111113
302,event,2155257.7639999995,2637938.484,1844571.992276117,3188070.7815778456,Historical Hour-of-Day Mean,3674122.966
302,http,4304899.1120000025,3238885.197999997,3749615.0284557226,3491247.164460388,Historical Hour-of-Day Mean,4300566.923314941
302,orchestration,748260.0419999999,839094.588,749441.1189675914,865470.5384253485,Historical Hour-of-Day Mean,727680.0116666666
302,others,4949.256999999998,19432.235,140892.08320098033,229051.3862417605,Historical Hour-of-Day Mean,35563.56799999999
302,queue,15497251.558,20084674.508999992,20616107.17086658,20514419.098730728,Historical Hour-of-Day Mean,24577134.31633333
302,storage,9939103.041000005,552450.6990000001,400745.2683161823,704424.7068692138,Historical Hour-of-Day Mean,416818.4581607143
302,timer,1115816.3990000002,1161202.2330000002,1168934.5485090693,1178417.6405749463,Historical Hour-of-Day Mean,1116155.2786111112
303,event,2192493.534,2495047.7339999992,1872778.9207338917,3264500.310667006,Historical Hour-of-Day Mean,3739747.304166666
303,http,4328251.892999998,3089224.5209999997,3763950.464283784,3501466.9473801698,Historical Hour-of-Day Mean,4053491.231576955
303,orchestration,615083.4050000001,1421439.0469999998,901189.1115899596,902048.0512481676,Historical Hour-of-Day Mean,841170.5236666667
303,others,3205.18,10764.37,145824.10731387237,229650.25450920413,Historical Hour-of-Day Mean,18890.03983333333
303,queue,15782563.613,21063082.718999997,20096476.85583666,19945675.57312271,Historical Hour-of-Day Mean,22573053.612333328
303,storage,8418239.113999998,549657.637,400708.94796742,755165.535485392,Historical Hour-of-Day Mean,357322.8954404762
303,timer,1112821.9369999997,1154963.3880000005,1165472.0378354462,1172223.508995005,Historical Hour-of-Day Mean,1108994.7480555556
304,event,2217916.504,2462803.663,1867396.0345082376,3308540.6020134497,Historical Hour-of-Day Mean,3653876.3828333337
304,http,3911629.572,2892523.978000001,3775597.000817007,3627210.684499194,Historical Hour-of-Day Mean,3727964.245333334
304,orchestration,588402.7540000001,731866.1540000001,702731.9975171437,844350.5697516968,Historical Hour-of-Day Mean,819218.5948333334
304,others,4068.7129999999993,11869.53,150513.3878095383,229650.25450920413,Historical Hour-of-Day Mean,13042.288666666667
304,queue,15088629.526000002,20177520.416,19892198.01469825,19060077.25744145,Historical Hour-of-Day Mean,21314353.31383333
304,storage,9852458.471000005,591770.5239999999,401264.361139528,710556.1193681112,Historical Hour-of-Day Mean,301401.5805
304,timer,1108186.209,1156551.397,1173557.2717396263,1174760.408399105,Historical Hour-of-Day Mean,1117695.744777778
305,event,2159168.152,2376126.6779999994,1989444.438367347,3293363.0798586565,Historical Hour-of-Day Mean,4885702.255
305,http,4017473.022,2894089.763,3786189.5412147744,3854824.480247962,Historical Hour-of-Day Mean,4110612.662012579
305,orchestration,568391.5549999999,648509.042,699143.1530039978,746775.1537131369,Historical Hour-of-Day Mean,695848.4401666666
305,others,2641.154,7673.03,154835.06010951486,202798.75561923417,Historical Hour-of-Day Mean,8996.516666666668
305,queue,15219962.76,17982509.537,19923240.902077924,18527109.23295208,Historical Hour-of-Day Mean,21164688.47483333
305,storage,8654544.593000004,534547.4959999999,400506.9686546621,704085.7608086867,Historical Hour-of-Day Mean,314492.7505
305,timer,1091710.595,1150500.4130000004,1161884.8029667223,1151350.8663879836,Historical Hour-of-Day Mean,1102530.3166111112
306,event,2660996.146,2403400.8800000004,1855958.3613331737,3472587.3982826984,Historical Hour-of-Day Mean,3314643.1328333337
306,http,5470042.204000002,3104987.897000001,3796066.952502204,4100843.7854775535,Historical Hour-of-Day Mean,5523874.017613404
306,orchestration,600847.6479999998,711021.079,716482.8762462127,845162.1335747803,Historical Hour-of-Day Mean,708356.5321666667
306,others,1298.9800000000002,5289.4580000000005,158880.13202767042,261544.77319294988,Historical Hour-of-Day Mean,19553.732333333333
306,queue,16381228.432999996,20882869.228,19707538.481927518,19201290.85590757,Historical Hour-of-Day Mean,21793623.28666667
306,storage,9695761.482,547268.5919999998,400677.4160215657,793651.1684709952,Historical Hour-of-Day Mean,328607.6568154762
306,timer,1118682.296,1172178.103,1197525.57601107,1254058.2092668957,Historical Hour-of-Day Mean,1127586.0086111112
307,event,2428521.538,2403143.3630000004,1857320.9692838625,3336439.811553805,Historical Hour-of-Day Mean,3746488.2156666666
307,http,5798427.428999998,3198231.496999999,3803994.799634004,3874394.756786325,Historical Hour-of-Day Mean,4821042.069921383
307,orchestration,594758.184,667078.152,705944.8586132547,741610.2191630254,Historical Hour-of-Day Mean,678722.3426666666
307,others,55.612,4155.241,162662.9427410217,232291.0919453936,Historical Hour-of-Day Mean,18888.628166666665
307,queue,15231012.234,19234437.195,19445368.69272808,19925861.65883098,Historical Hour-of-Day Mean,20303658.903666664
307,storage,8098091.434000001,530607.5650000001,400446.4115328399,607233.9626099311,Historical Hour-of-Day Mean,307971.3074821429
307,timer,1099265.868,1145788.283,1164754.2901778298,1179186.413782589,Historical Hour-of-Day Mean,1103952.485777778
308,event,2561852.658,2384845.441,1816049.239620524,3297236.8059954327,Historical Hour-of-Day Mean,4135751.544
308,http,4164541.925999999,2937183.214,3809057.226979223,3327558.337021869,Historical Hour-of-Day Mean,5466745.91679245
308,orchestration,602147.7129999999,713968.4699999999,712886.2943514916,779294.3528792018,Historical Hour-of-Day Mean,747394.5756666666
308,others,83.945,3820.61,166197.6064335754,233482.0209499197,Historical Hour-of-Day Mean,5944.792
308,queue,16590036.527000004,18411481.710999995,19285207.23521538,20054380.38456664,Historical Hour-of-Day Mean,19574622.671666663
308,storage,2076489.272,511029.76699999993,400188.8238881952,622791.591830027,Historical Hour-of-Day Mean,302880.4942142857
308,timer,1104697.554,1166914.5310000004,1181167.5897525195,1181760.052306719,Historical Hour-of-Day Mean,1116975.208277778
309,event,2267347.938,2367171.5840000003,1775639.8124894977,3254508.5849251403,Historical Hour-of-Day Mean,2950910.8795
309,http,4535600.928000001,2904557.4779999987,3814013.279576316,3433774.6628837003,Historical Hour-of-Day Mean,6175781.424798456
309,orchestration,770654.7159999999,1089393.299,814911.709720815,842566.257917821,Historical Hour-of-Day Mean,858920.0331666666
309,others,54.737,2744.414,169486.2941429135,250620.39549278453,Historical Hour-of-Day Mean,640.3588333333333
309,queue,14412157.647999998,21281874.904,19069163.571110506,19379270.8415223,Historical Hour-of-Day Mean,19404104.726166666
309,storage,262323.53899999993,460893.46200000006,399524.8815790515,661709.3283742141,Historical Hour-of-Day Mean,277795.0475535714
309,timer,1090667.111,1152052.3290000004,1168850.470208149,1187650.5341917966,Historical Hour-of-Day Mean,1105044.332777778
310,event,2186920.473,2506717.722,1801248.9055602243,3208686.204425432,Historical Hour-of-Day Mean,3045548.6905000005
310,http,4431274.715,2675732.581,3817543.174064483,3548755.0501629254,Historical Hour-of-Day Mean,5783517.062468838
310,orchestration,800664.195,885249.6880000002,753898.9201000602,833852.2000204849,Historical Hour-of-Day Mean,864326.418
310,others,90.654,3089.0550000000003,172566.2994720488,258870.68405351776,Historical Hour-of-Day Mean,5594.0718333333325
310,queue,14971030.426,27588240.311999988,18755878.280135475,20114799.636204194,Historical Hour-of-Day Mean,19349370.460166663
310,storage,269637.862,482526.734,399830.111755127,673038.2568340988,Historical Hour-of-Day Mean,279496.10583333333
310,timer,1088401.1719999998,1141022.7010000006,1169408.738314838,1194519.072798091,Historical Hour-of-Day Mean,1108186.319111111
311,event,2164090.708,2259312.990999999,1826471.296107704,3082465.0857233405,Historical Hour-of-Day Mean,2916121.114333334
311,http,3818688.7429999993,2566440.7240000004,3820752.860146902,3267612.3606316,Historical Hour-of-Day Mean,5657966.819528303
311,orchestration,734781.6359999999,843178.858,747701.7032698643,815132.4451767458,Historical Hour-of-Day Mean,779359.4298333334
311,others,114.896,3092.251,175435.3747577812,278933.1112633835,Historical Hour-of-Day Mean,12711.007333333337
311,queue,15097432.193999996,24561674.864,18815324.21352991,20224826.75096184,Historical Hour-of-Day Mean,19326617.615166668
311,storage,256030.101,447236.90599999984,399384.4698991327,654561.2015916499,Historical Hour-of-Day Mean,268397.8406666667
311,timer,1091160.5030000005,1125429.367,1172085.5104028415,1172229.9074211312,Historical Hour-of-Day Mean,1113397.9082777775
312,event,2661721.5510000004,2247887.4460000005,2125077.790228678,2255499.9403374405,Historical Hour-of-Day Mean,3271193.469833333
312,http,4089052.917000001,3906155.012000002,3840486.596390485,4042167.631274953,Historical Hour-of-Day Mean,3651880.327166667
312,orchestration,823676.149,861925.1639999999,747307.0259313191,690024.1886621626,Historical Hour-of-Day Mean,845788.5836666668
312,others,535.8430000000001,3299.238,12898.637931090438,106544.32394822424,Historical Hour-of-Day Mean,15827.451333333333
312,queue,15393788.5,23375016.570999995,15375101.091832308,16854114.117307052,Historical Hour-of-Day Mean,19464080.44183333
312,storage,268013.12599999993,502060.1940000001,301883.37665636925,38851.420238016006,Historical Hour-of-Day Mean,287168.5098333334
312,timer,1163563.9,1171331.664,1157373.7717093928,1116455.6150707244,Historical Hour-of-Day Mean,1171078.0997777777
313,event,2370495.169,2069501.96,2086342.9250077773,2153538.240770954,Historical Hour-of-Day Mean,2957774.7973333336
313,http,3525400.605,4577613.125000003,3855561.718836748,4984085.729017055,Historical Hour-of-Day Mean,3580844.757333333
313,orchestration,704560.916,700438.1150000001,703390.6973433233,574862.7970483621,Historical Hour-of-Day Mean,613518.6883333334
313,others,393.64900000000006,3171.9939999999992,24824.09499256176,130388.51893201932,Historical Hour-of-Day Mean,14364.2605
313,queue,17676543.576999996,20773481.863999996,16484392.122672914,18318344.313622016,Historical Hour-of-Day Mean,24730571.8335
313,storage,277370.0609999999,447325.40900000016,337910.8997222448,0.0,Historical Hour-of-Day Mean,365171.5113869048
313,timer,1111882.277,1112879.1419999998,1103079.7795633655,1092384.1713065137,Historical Hour-of-Day Mean,1114079.032777778
314,event,2550889.933,2003520.7650000004,2020232.1694123545,2159343.914901363,Historical Hour-of-Day Mean,2416068.0741666667
314,http,3036493.350000002,4766545.837000002,3865415.7812529625,5314250.932769823,Historical Hour-of-Day Mean,3403175.295666667
314,orchestration,641352.0560000001,638472.4130000001,697567.9655349698,535257.9310703878,Historical Hour-of-Day Mean,554714.6015
314,others,390.843,4047.153999999999,35962.03223199293,124571.3325140538,Historical Hour-of-Day Mean,14042.8525
314,queue,18741355.677,18236817.512999997,17375682.420875747,19384172.68220594,Historical Hour-of-Day Mean,28182282.8325
314,storage,277787.802,432039.471,371936.0200357456,206861.5964585525,Historical Hour-of-Day Mean,345648.1795
314,timer,1127226.8690000002,1130438.917,1122616.9582005548,1080486.6073470109,Historical Hour-of-Day Mean,1122373.9734444446
315,event,2498615.1360000004,1991884.497,2006572.9145992969,2180290.7836372023,Historical Hour-of-Day Mean,2894105.4673333336
315,http,2349365.264,3805490.162,3865892.9958092975,5449805.076099205,Historical Hour-of-Day Mean,3292338.698333333
315,orchestration,605681.848,729720.619,712770.4618107537,501536.386242474,Historical Hour-of-Day Mean,554632.6036666667
315,others,369.425,3163.7180000000003,46337.73842696104,116705.75149665686,Historical Hour-of-Day Mean,11975.072333333332
315,queue,16131404.329999996,16540401.018999996,17403343.902837273,18053034.741570048,Historical Hour-of-Day Mean,26478017.505166665
315,storage,305411.123,402955.65700000006,401737.48489080655,356151.4645118971,Historical Hour-of-Day Mean,401579.89166666666
315,timer,1112780.896,1117479.627,1103885.9144940083,1071581.0870855665,Historical Hour-of-Day Mean,1108846.8779444443
316,event,2587370.738,2106801.114,1964044.997364626,2173603.8124895887,Historical Hour-of-Day Mean,3352291.4113333337
316,http,2439284.3749999986,3079319.963,3866325.965295816,7036427.101008009,Historical Hour-of-Day Mean,3384070.0336991865
316,orchestration,638333.8800000002,596250.8790000001,685258.2158359735,475279.64103408536,Historical Hour-of-Day Mean,786975.8331666668
316,others,431.306,8319.973000000002,56080.26767260548,116903.82142081646,Historical Hour-of-Day Mean,14365.141166666666
316,queue,15887686.372999988,16850461.316,17097765.80477025,17362383.10968975,Historical Hour-of-Day Mean,23409383.679
316,storage,396609.978,730523.5100000001,446015.2901313288,262841.11667411454,Historical Hour-of-Day Mean,378616.6601666666
316,timer,1118684.4470000002,1117916.487,1110905.3133353544,1072265.5976270828,Historical Hour-of-Day Mean,1112323.709611111
317,event,2544616.441,2211446.576,1942493.7811820784,2194634.8423011657,Historical Hour-of-Day Mean,2722920.472833333
317,http,2559263.6539999973,3239315.9459999995,3872641.387427471,9613794.261610525,Historical Hour-of-Day Mean,3559104.281055083
317,orchestration,544527.2749999999,614871.2619999999,686425.1669122509,474428.8017235208,Historical Hour-of-Day Mean,545403.2395
317,others,131.13200000000003,5015.284,65088.67842311605,114350.3063245144,Historical Hour-of-Day Mean,11014.912333333332
317,queue,18027723.37200001,18611496.74099999,17241422.085937183,18380360.26467701,Historical Hour-of-Day Mean,23536400.3105
317,storage,738627.7119999999,532113.041,461387.1702907588,347996.813080736,Historical Hour-of-Day Mean,422607.706
317,timer,1106585.729,1111510.648,1108770.5158275585,1073427.0249295612,Historical Hour-of-Day Mean,1108115.1472777778
318,event,2653993.396,2119708.894,1966379.4281783688,2210980.127745772,Historical Hour-of-Day Mean,2997536.7735
318,http,4037692.0710000014,4298933.708999998,3884638.004973175,7460040.931474001,Historical Hour-of-Day Mean,4908901.061474602
318,orchestration,552762.1979999999,555638.2899999998,673734.6955444256,509661.9623657147,Historical Hour-of-Day Mean,545923.3289999999
318,others,150.545,8012.164999999999,73556.37828908283,101069.8625554132,Historical Hour-of-Day Mean,15912.373666666668
318,queue,17061613.990000006,16750325.329000002,17081373.148323342,18889584.884329915,Historical Hour-of-Day Mean,21927592.69116668
318,storage,315495.04800000007,390466.7520000001,476987.6867842762,264869.3574848356,Historical Hour-of-Day Mean,659521.685
318,timer,1126912.91,1135457.523,1144888.8346627683,1086104.9828453625,Historical Hour-of-Day Mean,1141921.3539444443
319,event,2342690.402,2156785.9480000003,1947490.889151964,2214025.194971415,Historical Hour-of-Day Mean,2967596.981666667
319,http,3642268.250000001,4103796.294,3886820.879098604,7063964.318315812,Historical Hour-of-Day Mean,4582646.942625149
319,orchestration,591016.4509999999,609091.595,684446.6036311407,529643.2159589949,Historical Hour-of-Day Mean,610638.8848333334
319,others,63.297,4381.653,81392.39511655281,83825.27790610904,Historical Hour-of-Day Mean,17017.087833333328
319,queue,16582611.367999995,18134587.434,16764122.21891318,18764135.849757187,Historical Hour-of-Day Mean,19488523.5475
319,storage,294139.926,463507.934,500906.9868976519,259876.05135055436,Historical Hour-of-Day Mean,384408.2333333332
319,timer,1105179.38,1110884.904,1111582.7887079543,1076454.149283544,Historical Hour-of-Day Mean,1107794.8359444444
320,event,2369653.814,2115122.988,1943024.5205882003,2235215.7774856207,Historical Hour-of-Day Mean,2848593.065166667
320,http,3286933.4740000004,3626835.3042000006,3886303.252126413,7731386.81257683,Historical Hour-of-Day Mean,4775598.725387042
320,orchestration,651189.8699999999,647486.6649999998,689032.001519731,550944.8289486007,Historical Hour-of-Day Mean,623591.4478333333
320,others,63.28,7573.463000000002,88771.18735275819,227706.6657185509,Historical Hour-of-Day Mean,17554.05733333333
320,queue,16820412.175,17402331.995,16875951.934810597,17968591.41733169,Historical Hour-of-Day Mean,19284979.825
320,storage,309527.03699999995,458034.5160000001,518887.0257301423,300261.9171423549,Historical Hour-of-Day Mean,298385.57300000003
320,timer,1106068.7270000002,1108317.9669999997,1124406.1782148264,1064832.809128245,Historical Hour-of-Day Mean,1116797.6591111112
321,event,2317149.996,2087602.154,1938202.626459536,2284193.596706844,Historical Hour-of-Day Mean,2778672.2901666667
321,http,3342705.564,3498823.4347999985,3885360.389850731,6786935.826004801,Historical Hour-of-Day Mean,5164695.556337338
321,orchestration,650739.3010000001,634169.6479999999,689331.6857456845,524889.393325262,Historical Hour-of-Day Mean,719158.3563333334
321,others,923.985,4800.468,95597.99473200829,127170.83557890462,Historical Hour-of-Day Mean,13351.163333333336
321,queue,16781113.998,16568226.386,17082418.8316229,17888757.37288231,Historical Hour-of-Day Mean,19681225.020666663
321,storage,968011.1279999998,367530.7780000001,530796.9490153241,287706.2681353202,Historical Hour-of-Day Mean,296262.53
321,timer,1109728.285,1096146.184,1109295.2864253002,1066966.6086508487,Historical Hour-of-Day Mean,1107063.9274444445
322,event,2248815.872,2104498.113,1907282.225580916,2291306.7137093656,Historical Hour-of-Day Mean,3184056.8526666667
322,http,2920170.125,3293011.385999999,3888348.38291647,5496494.815403959,Historical Hour-of-Day Mean,4317330.723801612
322,orchestration,566899.407,645932.8009999997,693491.4521025511,529008.8190662488,Historical Hour-of-Day Mean,672409.8168333332
322,others,1013.917,7901.997,102026.0262635039,282199.99335139483,Historical Hour-of-Day Mean,25474.717499999995
322,queue,17105836.759999998,17766121.490000002,17419375.618117616,17857342.43002077,Historical Hour-of-Day Mean,20644072.159333333
322,storage,303959.527,332097.70700000005,543743.0851958863,263731.5473833572,Historical Hour-of-Day Mean,291543.4921666667
322,timer,1110063.881,1099253.611,1120185.1242687714,1056459.5834560045,Historical Hour-of-Day Mean,1114860.674111111
323,event,2103031.489,2091553.437,1910425.916370626,2316327.2726297965,Historical Hour-of-Day Mean,3107888.8745000004
323,http,2589930.673,3145837.2099999995,3888433.093181116,4747000.886060494,Historical Hour-of-Day Mean,4319734.323595366
323,orchestration,658442.4469999999,604981.3849999999,683656.6825343051,560484.8780111931,Historical Hour-of-Day Mean,702831.8125
323,others,105.015,4461.24,107959.73224317962,363679.4999286855,Historical Hour-of-Day Mean,8749.4585
323,queue,14847500.983000005,15666445.994,17360414.013880365,16227388.175002811,Historical Hour-of-Day Mean,19154499.907166667
323,storage,255628.251,318435.61100000003,556275.3253611492,265842.7229147025,Historical Hour-of-Day Mean,405692.6025
323,timer,1101882.6230000004,1100854.379,1115841.5708068055,1065717.3580419738,Historical Hour-of-Day Mean,1108215.0686111113
324,event,2124774.674,2099025.271,1925691.04990888,2311892.357891705,Historical Hour-of-Day Mean,3220396.4166666665
324,http,2785375.453999999,3164816.8529999987,3890397.0993316337,4915915.546190836,Historical Hour-of-Day Mean,4428467.789523444
324,orchestration,679190.4249999999,603050.337,681730.1230022137,544410.5495698958,Historical Hour-of-Day Mean,718247.0393333333
324,others,59.97399999999999,8827.585000000003,113573.5870224775,385326.534326232,Historical Hour-of-Day Mean,12485.08916666667
324,queue,16360061.791999992,16968158.313000005,17343487.923205175,16552003.567378797,Historical Hour-of-Day Mean,19612614.83283333
324,storage,265536.39099999995,873682.5890000003,595646.8545797542,337645.7740941725,Historical Hour-of-Day Mean,430063.6108333333
324,timer,1135359.157,1131388.069,1159998.8784982555,1055210.3328471296,Historical Hour-of-Day Mean,1146898.7049444446
325,event,2196035.924,2086194.764,1903389.8143018105,2285313.9443041533,Historical Hour-of-Day Mean,3549925.667666666
325,http,2768823.155,3982588.8900000015,3897363.8603822417,4259222.54414242,Historical Hour-of-Day Mean,4754018.572635417
325,orchestration,677051.4609999999,593542.73,677027.9270186845,556257.2116372344,Historical Hour-of-Day Mean,796191.3533333332
325,others,54.909,4126.545999999999,118722.76427063446,259024.82608666175,Historical Hour-of-Day Mean,10273.348999999998
325,queue,15616630.600000003,16389203.285999998,17823642.168431494,16515773.129887778,Historical Hour-of-Day Mean,21883293.76733333
325,storage,388624.898,5919029.226,856233.6571786023,372273.9455085552,Historical Hour-of-Day Mean,456406.47866666666
325,timer,1096268.992,1094173.2429999998,1115187.2262163374,1068744.4823959563,Historical Hour-of-Day Mean,1105194.9211111113
326,event,2229184.424,2155257.7639999995,1891293.3064453509,2366661.0699718315,Historical Hour-of-Day Mean,3674122.966
326,http,3021553.171000002,4304899.1120000025,3900658.561045464,3318505.302563167,Historical Hour-of-Day Mean,4300566.923314941
326,orchestration,635326.9829999999,748260.0419999999,712656.8335933033,528080.977081759,Historical Hour-of-Day Mean,727680.0116666666
326,others,55.812,4949.256999999998,123580.49594514476,108729.37815120406,Historical Hour-of-Day Mean,35563.56799999999
326,queue,16999466.562000003,15497251.558,18229610.455982167,16992741.294649314,Historical Hour-of-Day Mean,24577134.31633333
326,storage,290593.128,9939103.041000005,1064943.84925232,406286.6853990722,Historical Hour-of-Day Mean,416818.4581607143
326,timer,1106462.8409999998,1115816.3990000002,1129803.204698094,1043151.022296132,Historical Hour-of-Day Mean,1116155.2786111112
327,event,2287431.126,2192493.534,1907612.887976606,2392559.743851422,Historical Hour-of-Day Mean,3739747.304166666
327,http,2895822.4650000003,4328251.892999998,3901758.222194429,2920091.317507087,Historical Hour-of-Day Mean,4053491.231576955
327,orchestration,682919.0009999999,615083.4050000001,670605.2582885033,545880.5095351912,Historical Hour-of-Day Mean,841170.5236666667
327,others,58.628,3205.18,128087.791201254,93824.02072413811,Historical Hour-of-Day Mean,18890.03983333333
327,queue,15713454.598,15782563.613,17964770.582989912,17825425.766363345,Historical Hour-of-Day Mean,22573053.612333328
327,storage,285220.884,8418239.113999998,998197.1332370172,623431.6827091295,Historical Hour-of-Day Mean,357322.8954404762
327,timer,1097039.712,1112821.9369999997,1127031.1773553796,1049668.096551513,Historical Hour-of-Day Mean,1108994.7480555556
328,event,3124769.4939999986,2217916.504,1902475.7457200943,2312186.422276694,Historical Hour-of-Day Mean,3653876.3828333337
328,http,3200679.805999999,3911629.572,3899592.7547371,3073385.5898038344,Historical Hour-of-Day Mean,3727964.245333334
328,orchestration,649605.2999999998,588402.7540000001,679506.0869568245,560709.972811241,Historical Hour-of-Day Mean,819218.5948333334
328,others,58.536,4068.7129999999993,132318.94067863745,88659.61027261365,Historical Hour-of-Day Mean,13042.288666666667
328,queue,16417497.487000003,15088629.526000002,17908539.622559413,18161358.442134053,Historical Hour-of-Day Mean,21314353.31383333
328,storage,735730.967,9852458.471000005,1076965.338729101,1144031.8573745824,Historical Hour-of-Day Mean,301401.5805
328,timer,1106190.9989999998,1108186.209,1133749.4160135651,1039161.0713566694,Historical Hour-of-Day Mean,1117695.744777778
329,event,2617607.103,2159168.152,1988462.132909128,2334912.352742995,Historical Hour-of-Day Mean,4885702.255
329,http,3293696.9130000006,4017473.022,3900947.7940378,3016582.2016228237,Historical Hour-of-Day Mean,4110612.662012579
329,orchestration,643066.7339999999,568391.5549999999,675449.0595695277,571371.363118164,Historical Hour-of-Day Mean,695848.4401666666
329,others,55.514,2641.154,136244.39224933737,72841.18076942523,Historical Hour-of-Day Mean,8996.516666666668
329,queue,16536171.187999995,15219962.76,17972827.83299802,17988089.514229443,Historical Hour-of-Day Mean,21164688.47483333
329,storage,316594.874,8654544.593000004,1024547.366500891,1663201.883428212,Historical Hour-of-Day Mean,314492.7505
329,timer,1093819.3539999998,1091710.595,1122797.3563184408,1028898.1794362816,Historical Hour-of-Day Mean,1102530.3166111112
330,event,2618557.748,2660996.1459999997,1862972.7151020777,2552475.5500186123,Historical Hour-of-Day Mean,3314643.1328333337
330,http,3226832.190999999,5470042.204000002,3911777.652337909,3147122.5356872818,Historical Hour-of-Day Mean,5523874.017613404
330,orchestration,676332.6989999997,600847.6479999998,681579.733251792,653560.1738450889,Historical Hour-of-Day Mean,708356.5321666667
330,others,82.136,1298.9800000000002,139907.19117653996,113862.03736852048,Historical Hour-of-Day Mean,19553.732333333333
330,queue,17905672.276000004,16381228.432999996,17902269.57407011,19037514.18971037,Historical Hour-of-Day Mean,21793623.28666667
330,storage,276380.05899999995,9695761.482,1082350.5207063465,1665603.5011699968,Historical Hour-of-Day Mean,328607.6568154762
330,timer,1116169.0049999997,1118682.296,1155202.285150852,1120078.497833513,Historical Hour-of-Day Mean,1127586.0086111112
331,event,2896533.915,2428521.538,1880929.9207189484,2571770.0000498435,Historical Hour-of-Day Mean,3746488.2156666666
331,http,2894925.7469999986,5798427.428999998,3914498.66332992,3516780.286627202,Historical Hour-of-Day Mean,4821042.069921383
331,orchestration,611379.931,594758.184,680973.1116087086,646176.7534820962,Historical Hour-of-Day Mean,678722.3426666666
331,others,79.58599999999998,55.612,143325.09920081482,90146.0454254802,Historical Hour-of-Day Mean,18888.628166666665
331,queue,16945954.019,15231012.234,17775687.229965623,18642586.87639796,Historical Hour-of-Day Mean,20303658.903666664
